2015-04-23 08:01:31,"""Our baby girl Cashew, enjoying her sunny spot."" --- Amy http://t.co/d9B7ntLHG1"
2015-04-22 09:01:45,"It was a female Calico, isolated because of upper respiratory issues.  ►http://t.co/PR26mlTAYh http://t.co/f8ap87VBn5"
2015-04-22 01:01:58,"A sweet, heart-shaped charm is adorable ►http://t.co/gDfZXJU19e http://t.co/o6tTwnf1Wq"
2015-04-21 22:02:04,"Whoa, Watch This Little Guy Go! ►http://t.co/4rbfUd0AQl http://t.co/94wGX0salr"
2015-04-21 19:02:41,"""Salvu, my cat and Brow, my dog."" --- Gema http://t.co/UTngSk6SU4"
2015-04-21 15:02:56,"Cat and Kitten are back, and this time there’s a new member of the household! 
2015-04-21 13:03:16,"he unity of all living things, magnificently symbolized in the mystical tree of life.  ►http://t.co/5naD4ESQQJ http://t.co/YLIBZhpCwl"
2015-04-21 02:01:33,"We love our cats, no matter how… um …difficult they can be.
2015-04-21 01:01:51,"Encircling your wrist in glittering beads, our bracelet adds a splash of purple and blue. ►http://t.co/6WaXuuBVOc http://t.co/NXlsHPuZ4V"
2015-04-21 00:01:28,"""This is my pretty lady, Flower."" --- Kayla http://t.co/qKzPUIX44A"
2015-04-20 13:02:47,"The inside reads,  ""A righteous man cares for the needs of his animals."" 
2015-04-20 09:01:29,"They were black, they were males, and they were no longer cute little babies...
2015-04-20 01:01:20,"Each bead is hand-rolled, sealed with waterproof lacquer ►http://t.co/xAK3RC6lj0 http://t.co/TrMcXPmapA"
2015-04-19 23:01:25,"When They Heard About Deer Trapped on the Ice, These Guys Just Had to Help!
2015-04-19 19:01:31,"""Leo, my five year old Main Coon."" --- Cindy http://t.co/9AfO7Nt1QE"
2015-04-19 13:02:07,"Good things come in threes, like our spirited triple-heart necklace. ►http://t.co/uSfI6mWg9J http://t.co/4pgek8DTSB"
2015-04-19 02:01:05,"If It Walks Like A Dog, And Talks Like A Dog, Then It Must Be A…Cat?►http://t.co/eVIpjridWJ http://t.co/VUh908P9Al"
2015-04-19 01:01:33,"The unity of all living things, magnificently symbolized in the mystical tree of life.  ►http://t.co/ifO4zECjOs http://t.co/aNDuc89GMl"
2015-04-18 19:01:57,"""My little sisters, June Bug and Lola Pop, being lazy while it sheets and snows outside."" --- Eileen http://t.co/HTAaPhZZR5"
2015-04-18 18:02:05,"I had a strong feeling I was supposed to visit him, and so I did. ►http://t.co/5o6LkcUZZ4 http://t.co/s1SLLDlf9A"
2015-04-18 10:01:18,"Known only as Mr. Pickles, this visitor would visit the community regularly. 
2015-04-18 09:01:21,"When I saw that she only had one eye, I felt even more of my heartstrings being pulled. ►http://t.co/PwpGGzTGuG http://t.co/cyXbz7C4y2"
2015-04-18 05:00:57,"Sometimes, cats just need a little help in how to show the appropriate displays of affection ►http://t.co/khAu3gFRgx http://t.co/rc16UAEEob"
2015-04-17 18:02:38,"Meet Pancake, The Cutest Kitten Of All Time ►http://t.co/iv5jHW7K0O http://t.co/5dXyRDhjEz"
2015-04-17 15:03:06,"A woman came in with a scrawny, half-grown kitten in a box and wanted to surrender him ►http://t.co/67T1bIDhmD http://t.co/awRGFzmjJQ"
2015-04-17 10:01:21,"They found her wandering in a yard, and no one knew her.
2015-04-16 21:12:05,"Adorable, Ryan! http://t.co/v1J6ifBoZj"
2015-04-16 17:02:53,"""My sweet Zippy, sleeping soundly."" --- Melanie http://t.co/eH93x503YB"
2015-04-16 16:03:11,"You don't ask for much, just a little quality downtime. ►http://t.co/KEsax7VBZW http://t.co/Y9Kpo5Bf1e"
2015-04-16 15:02:17,"You Go, Momma! Watch This Courageous Mother Cat Help Her Stranded Kitten
2015-04-16 11:01:45,"Watch This Hilarious Game Of “One Potato, Two Potato” 
2015-04-16 09:01:28,"When his girlfriend had to put down her beloved beagle, this guy knew just what to do ►http://t.co/IAp7Uctsy9 http://t.co/ThKScUK0E0"
2015-04-16 07:01:41,"Now the only question is, how on earth did the cat get in there?
2015-04-15 20:02:18,"Finally, a huggably soft hoodie that expresses all the right priorities in your life.
2015-04-15 02:01:33,"If You Grab Tomato Juice When Your Dog Gets Sprayed By A Skunk, You Aren’t Helping Him At All.►http://t.co/WcbjMiLkcT http://t.co/TmAiMGOwzM"
2015-04-14 20:02:05,"In the face of life's toughest challenges, a little faith goes a long way. ►http://t.co/KXAo9fEq22 http://t.co/BvTb8Mycjx"
2015-04-14 16:19:47,"@Pinkfitau Awww, they're so cute!!!"
2015-04-14 16:01:22,"Studded with brilliant crystals, it's like an eternal summer meadow on your hand. ►http://t.co/59Pw9A6tuT http://t.co/odMybazUI2"
2015-04-14 10:01:20,"Immediately upon release she was exploring everything, including us. ►http://t.co/pj7wVPIBeY http://t.co/HWfLefqhfF"
2015-04-14 07:01:20,"A Soldier Saved a Cat, and the Cat Saved Him Right Back
2015-04-14 06:01:23,"""Brother and sister, Cheeko &amp; Baby Kane."" --- Karen http://t.co/JWvFsrv3oo"
2015-04-14 01:01:14,"Well behaved women rarely make history. You know the saying, now make it your life mantra! ►http://t.co/wWvMGe8iRO http://t.co/OrmXLWNYey"
2015-04-14 00:01:15,"""My sweet Bianca, I love her to pieces."" --- Lucila http://t.co/cHqhu14myW"
2015-04-13 23:01:31,"A couple of weeks later I saw her again, and of course, fed her. 
2015-04-13 22:33:33,"@Vixyvixen79 Aw, he's so cute!!"
2015-04-13 22:27:26,"@jakehitcher Sorry you didn't like the video – but we are @Cats, and we like dogs too! Here is proof: http://t.co/K9Lr657hF1"
2015-04-13 06:01:12,"""This is my baby girl Missy , she says hello."" --- Andrea http://t.co/Bk85eDM95f"
2015-04-13 05:00:54,"When we moved to our new appartment, I wanted a second cat for our Hector to play with. ►http://t.co/spntvRsxgF http://t.co/yAWtVDk4cG"
2015-04-13 04:00:54,"Bright, bold, and beautiful!►http://t.co/fhASU3CdVy http://t.co/WK0sHqM3KN"
2015-04-13 02:01:25,"A Soldier Saved a Cat, and the Cat Saved Him Right Back ►http://t.co/98qFc1oZaf http://t.co/uquyVE8Lmz"
2015-04-12 20:01:31,"Whether you take your coffee catffeinated or decatf, our roomy mug expresses your preference ► http://t.co/XfsUGZVUOH http://t.co/8wbJ2zBb7S"
2015-04-12 14:01:29,"""This is Max, he is a very vocal loving boy."" --- Tyler http://t.co/s3jNhaKy1o"
2015-04-12 09:01:11,"They were only three days old when I took them in, they weren't very strong.►http://t.co/nNdKL7yGM4 http://t.co/24RqPzdGLR"
2015-04-12 07:00:46,"He saw something underneath it, huddled next to one of the tires►http://t.co/g0rEwQAgpz http://t.co/4sYY3szK6y http://t.co/9JV2vIKrTT"
2015-04-12 02:01:01,"For Cats, Bathrooms Are Where It’s At! ►http://t.co/Lu3FhKvuHf http://t.co/SxN177B1CU"
2015-04-12 00:00:55,"""My spoiled kitty cat, Scotch."" --- Kasse http://t.co/GXbvKTLv26"
2015-04-11 20:01:52,"Good things come in threes, like our spirited triple-heart necklace. ►http://t.co/pz1kZ3x5aj http://t.co/bRWjOGC57X"
2015-04-11 16:01:41,"The striking design and rich, diverse colors bring beauty to our amethyst and sterling ring. ►http://t.co/AnJmd6tesx http://t.co/YT1DSg365y"
2015-04-11 13:02:02,"Celebrate the green, green grass of home with a green amber ring!►http://t.co/V4lTDlV9yM http://t.co/rVSOpns2ml"
2015-04-11 05:00:58,"This Saint Bernard is completely obsessed with her new family member, and it is adorable! ►http://t.co/m6YVwaNWkn http://t.co/EgeIBYMdmK"
2015-04-11 03:01:10,"So cute, Leslie! http://t.co/J535Dz5w2C"
2015-04-11 01:01:23,"The unity of all living things, magnificently symbolized in the tree of life. ►http://t.co/V39furaQPB http://t.co/PyGG2eYFH7"
2015-04-10 21:01:57,"This 5-week-old kitten weighs just 9 ounces, but she’s got some big things to say! ►http://t.co/8z5ULbGDOG http://t.co/6RtUZAbWX2"
2015-04-10 20:02:39,"Made of the softest bamboo, this style can be worn looped once or twice. ►http://t.co/b6u8eNfhNu http://t.co/SX9elU0zq7"
2015-04-10 12:01:26,"Many kids like to sleep with stuffed toys but cats? Well, this one does! ►http://t.co/y9Qzao1IKH http://t.co/OFKVfyIbmm"
2015-04-10 03:01:08,"""Atticus Finch, dreaming of fireflies."" --- David http://t.co/M0D83NLYwd"
2015-04-09 22:02:03,"As you scroll through this list, prepare to smile again, and again, and again.  ►http://t.co/DbbvyLsC66 http://t.co/ULUmfuSgvr"
2015-04-09 21:01:25,"Pigs start out small and cute, but people often don’t realize how large they can really get.  ►http://t.co/94UZl025kv http://t.co/STyS15Iom6"
2015-04-09 11:01:19,"Scooter: Guys Want to Be Him, Ladies Want to Be With Him ►http://t.co/9Ww8pKfD9O http://t.co/QRG4gCmtvr"
2015-04-09 10:01:02,"How To Identify Stray And Feral Cats, And How To Help Them Survive!►http://t.co/1EFr6UUwfc http://t.co/yCrMNNvCoX"
2015-04-09 03:01:32,"My heart broke for Suzy, but then she finally found her happy ending!
2015-04-09 02:01:21,"If It Walks Like A Dog, And Talks Like A Dog, Then It Must Be A…Cat?►http://t.co/nLkM83wKCI http://t.co/CdHcyE8i67"
2015-04-09 00:01:23,"Stunning, Ondina! http://t.co/Xnyi2qWHxQ"
2015-04-08 22:02:11,"If you don’t love fluffy dogs now, you will after this list! ►http://t.co/5VNunud9sf http://t.co/ezKlQV5VpX"
2015-04-07 21:05:52,"Marmalade, Kitty Warrior! ►http://t.co/PdD5DLEVwY http://t.co/1Fx8axv6pP"
2015-04-07 05:00:27,"These two are going to be best buds for a long, long time! 
2015-04-06 19:02:18,"""My personal stylist, Odin, helping pick out my shirt for today."" --- Stacie http://t.co/drlG9G26CC"
2015-04-06 18:02:52,"The mother cat had left with her litter, the poor baby completely abandoned. 
2015-04-06 15:02:14,"No one wanted to take on the task-- so, I volunteered. ►http://t.co/4FYn0a2WxY http://t.co/AKtdmxLTV9"
2015-04-06 11:01:20,"Now, who says a cat needs a cat bed? ►http://t.co/Q3Fx21gdYH http://t.co/hs6Cy6gmr2"
2015-04-06 02:00:35,"No matter how many times cats look in the mirror, they’re always stunned with what they find. ►http://t.co/2AIxrD6vn3 http://t.co/iMKepUt2Jy"
2015-04-05 16:01:43,"Finally, a shirt we can all live with ►http://t.co/R8QVpym37K http://t.co/weWgWTmnA3"
2015-04-05 13:00:27,"Plenty of compartments for holding your phone, pens, change, and other small items!
2015-04-05 10:00:51,"She's was on my lap, head-butting me, kissing me on the nose, and purring louder and louder. ►http://t.co/2gnkODqxDu http://t.co/lPkMSakKK6"
2015-04-05 07:00:23,"She wanted so much love, but nobody could hear her meow. ►http://t.co/gLM2jfJa38 http://t.co/tnsYlHdxQ3"
2015-04-05 04:00:15,"Your love for animals fills your heart, just as the paw prints fill these pewter earrings►http://t.co/AGini0P8B6 http://t.co/6ZXpjjXg6Y"
2015-04-04 17:01:36,"""My precious baby girl, Jaxxs!"" --- Brittany http://t.co/bAtDp5JP5e"
2015-04-04 15:00:17,"Who Wants To Meet Cupcake, The Most Loving Lil’ Purring Machine?►http://t.co/xMKKK7MDzy"
2015-04-04 12:00:26,"I found Mr. Gray in the middle of the street, dragging himself towards the sidewalk. ►http://t.co/b8u0hsKDN6 http://t.co/vaky2qZHox"
2015-04-04 07:00:23,"My Favorite YouTube Cat Meets A New Friend, Pikachu! ►http://t.co/E0j7celIQb http://t.co/Zr7z11vAlk"
2015-04-04 05:00:19,"While getting in some cuddle time, this delicious purr session happened ►http://t.co/VSo49m3x6g http://t.co/WS118qZLWM"
2015-04-03 14:01:55,"""My sweet Mikou, I love him so much!
2015-04-03 09:00:38,"Murkin’s sweet, gentle personality makes him the perfect babysitter
2015-04-03 07:00:14,"Watch these poor, abandoned kittens get a second chance at life! ►http://t.co/J1hZIm8RCz http://t.co/QigjJP5DiN"
2015-04-03 05:01:14,"I had to fish them out from the middle of the bush, scratching myself on the thorns. ►http://t.co/fHXtObwvj8 http://t.co/b7ktULrhKg"
2015-04-02 16:57:28,"All kittens are curious, but Paris is on another level! ►http://t.co/uUCc5B1i8B http://t.co/gYYIFpz658"
2015-04-02 08:01:28,"""My handsome wee man Oreo, just chillin out."" --- Paul http://t.co/G7Fmw5SjEb"
2015-04-02 03:01:30,"""My Rowdy Boys, Dillon and Chester Lou"" ---Jeff http://t.co/3XA6Hnboxl"
2015-04-01 19:01:41,"""Mayita, a lovely and curious personality."" --- Eliana"
2015-04-01 04:00:43,"For every pair sold, we will donate another pair of shoes through Soles4Souls ►http://t.co/tf0rjyTCwi http://t.co/puwq1y7h2t"
2015-04-01 04:00:19,"For every Kittens Galore Watch purchased, an extra $5 will be donated!! ►http://t.co/8o624oFk5B http://t.co/RBDhW0JqRN"
2015-04-01 00:00:57,"""My buddy, Phantom."" --- Kaitlyn http://t.co/L6QVGdLHVB"
2015-03-30 17:01:57,"""My sweet Bianca, I love her to pieces."" --- Lucila http://t.co/9qhbYMnWmq"
2015-03-30 09:01:19,"At that time, I had two older cats who wanted nothing to do with this little guy. 
2015-03-30 06:01:02,"""Brother and sister, Cheeko &amp; Baby Kane."" --- Karen http://t.co/Zmr38N9uWM"
2015-03-30 02:00:14,"For These Cats And Dogs, Bath Time Is The Best Time! ►http://t.co/Ldbpsu7S8h"
2015-03-29 21:00:17,"Making their way off the streets, out of the shelter, and straight to your heart ►http://t.co/EXW2sTFAFD http://t.co/7ECojXL4IX"
2015-03-29 20:00:22,"Watch these poor, abandoned kittens get a second chance at life! 
2015-03-29 18:01:26,"As you scroll through this list, prepare to smile again and again.
2015-03-29 16:38:33,"@Llano80Maria Good, how are you?"
2015-03-29 15:01:43,"She was thin, flea and fly bitten, had only one eye and was blind in the other...
2015-03-29 12:01:18,"Having never been in an animal shelter before, I was quickly overwhelmed. ►http://t.co/qxG4Q5eSrq http://t.co/5LzKE94KS8"
2015-03-29 11:00:10,"“When I Cough, The Cat Quacks.” ►http://t.co/feodVEWiRy http://t.co/ilyZkHidWZ"
2015-03-29 00:00:20,"""Jenna, 3, gets a little too close to Clyde for comfort."" --- Crystal http://t.co/R3PhllIfkG"
2015-03-28 06:01:03,"So cute, Monica! http://t.co/Vg6rw3jrKF"
2015-03-28 05:00:28,"Cats, Eagles, &amp; Foxes – Oh My! Close Encounters Of The Wild Kind
2015-03-28 01:01:41,"It's simply, really. ►http://t.co/fwYC3jhEyV http://t.co/hD76TbPd7t"
2015-03-28 00:01:02,"""Our baby girl Cashew, enjoying her sunny spot."" --- Amy http://t.co/BfaBTdBbiv"
2015-03-27 23:01:50,"These two were separated for 10 days and when they were reunited, this happened! ►http://t.co/PZv5XfBZna http://t.co/L1HdtJz7AT"
2015-03-27 21:00:20,"Cole and Marmalade are adorable, no matter what trouble they’re getting into.
2015-03-27 20:00:56,"Whether you take your coffee catffeinated or decatf, we have the mug for your taste: http://t.co/quN9tgC9Fu http://t.co/VEPvl9UVEU"
2015-03-27 17:00:31,"So sweet, Denise! &lt;3 http://t.co/ivZwRH2PqI"
2015-03-27 07:00:26,"You Go, Momma! Watch This Courageous Mother Cat Help Her Stranded Kitten Down From A Tree!
2015-03-27 05:01:04,"I’ve heard of sore losers, but it looks like this cat is a sore winner. ►http://t.co/JwFaFAEJW1 http://t.co/NZf8VfhdkQ"
2015-03-27 02:00:33,"This irresistible 5-week-old kitten weighs just 9 ounces, but she’s got some big things to say►http://t.co/2OXRnOu1LB http://t.co/qdpoUqH09I"
2015-03-26 21:01:43,"Meet Pancake, The Cutest Kitten Of All Time!
2015-03-26 01:54:15,"RT @JzLarcom: Look, I'm upside down. @cats http://t.co/6NZlZglanp"
2015-03-25 18:17:29,"@Trina819 @TheDaiIyKitten @catsnkittys @BabyAnimalGifs Awww, what a sweetheart!"
2015-03-25 08:00:21,"My personal stylist, Odin, helping pick out my shirt for today. --- Stacie http://t.co/c7JmPN27EK"
2015-03-25 05:00:59,"Get a GoPro and a homemade whack-a-mole, and you’ve got the perfect kitty play session. ►http://t.co/muRcA979jx http://t.co/bw6hRAFaQB"
2015-03-25 01:01:41,"Bedazzled with radiant crystals, every purchase funds food and care for shelter animals! ►http://t.co/djPhMESY2Z http://t.co/9PljhdmJHv"
2015-03-24 22:43:48,"@Jarianator20 I'm on my phone, using emojis!"
2015-03-24 16:00:33,"The epitome of cool, the essence of swank. ►http://t.co/hP0bjn1HX6 http://t.co/8PbsCqev6K"
2015-03-24 05:01:09,"When these giant men meet kittens, it’s PURRFECT. ►http://t.co/dZCinjeNYz http://t.co/4uQKqFDZWz"
2015-03-24 04:01:08,"Can this cat themed statement shirt be any cuter? Plus, every purchase helps animals in need! ►http://t.co/VucXyMUhSe http://t.co/V2ZLOfAWhw"
2015-03-23 22:01:43,"As soon as she was brought into us, she began head butting my hand...
2015-03-23 19:01:59,"So cute, Dee! http://t.co/70etqxOM4f"
2015-03-23 11:00:56,"They choose us, don't they? http://t.co/y0kIZ1VVik http://t.co/vyMtYXp1pQ"
2015-03-23 08:00:33,"""Delta says sure Charlie, use my paws as a pillow."" --- Ciara http://t.co/zWgfXFPZ7K"
2015-03-23 01:00:30,"SO CUTE! And also, truthful... ►http://t.co/gAVChva3yc http://t.co/leoukI8p07"
2015-03-22 21:01:05,"If you’ve ever owned a kitten, or it has owned you, then you know all about this. ►http://t.co/jWPbmdlnE2 http://t.co/p3HLSDimKi"
2015-03-22 20:01:20,"Though your pet is no longer with you, the paw print they left on your heart will remain.  ►http://t.co/n0FAiIYocR http://t.co/BJKlIJap8E"
2015-03-22 02:01:15,"While getting in some cuddle time, this purr session ensued..
2015-03-21 20:00:24,"Making their way off the streets, out of the shelter, and straight to your heart. ►http://t.co/v5uTpzsxNP http://t.co/j8MiUgGx4J"
2015-03-21 05:00:18,"Let’s be honest: kittens are unbelievably cute, no matter the circumstances. ►http://t.co/rcLvcLGQjB"
2015-03-21 00:00:39,"""My old boy Stitch, was once a wild warrior now a big ol' softy who likes lying on window sills and sleeping."" -Judy http://t.co/IPNnHZKY47"
2015-03-20 21:01:59,"Yes, This Is A Friskies Commercial. But Trust Me, It’s Hilarious.
2015-03-20 14:01:58,"""Jaro giving hugs &amp; kisses to his baby sis, Susie."" --- Kristin http://t.co/niG57zKwBU"
2015-03-19 22:00:44,"I Showed This To All My Non-Cat Loving Friends. They Are Now On My Team. Team Cat, That Is!
2015-03-19 18:47:42,"@mny903 Thanks Sam, so happy you like our videos! #glitter 😻"
2015-03-19 16:08:50,"RT @GoodAttitudes: “Promise me you'll never forget me because if I thought you would, I'd never leave.” ― A.A. Milne http://t.co/exzYnpOPEn"
2015-03-19 13:02:00,"For every pair sold, we will donate another pair of shoes through Soles4Souls! ►http://t.co/lzYbZ4XNOz http://t.co/r3Ww6QLoAm"
2015-03-19 10:01:05,"We love our cats, no matter how… um …difficult they can be.   
2015-03-19 02:00:21,"Not being able to withstand his cuteness, I picked him up and started petting him. &gt;&gt;&gt;http://t.co/5kDnx3FIk3 http://t.co/qygMsKMszF"
2015-03-19 01:01:14,"Carry the love you have for your pet in your heart, and on your jewelry. &gt;&gt;&gt;http://t.co/8OQP2JGhPK http://t.co/E0dyYTiaID"
2015-03-18 22:01:54,"Rocky the kitten is getting sleepy, but he just doesn’t want to stop playing! &gt;&gt;&gt;http://t.co/So3VmYaUnZ http://t.co/AcLc8awW5t"
2015-03-18 13:00:28,"Next time, tell 'em your baby is the best breed of all: Rescued. #AdoptDontShop
2015-03-18 07:01:16,"Most cats like to cuddle, but not every cat likes to give hugs like this snuggly guy.
2015-03-18 06:01:08,"""I adopted Nico five years ago, today is her 10th birthday."" --- Gail http://t.co/t49gwxbsUb"
2015-03-17 22:01:49,"Cats, Eagles, &amp; Foxes – Oh My! ►http://t.co/5h0dEkzydM http://t.co/NQr5DLTpB2"
2015-03-17 09:01:15,"The 5th Picture In This List Is Cute, But The Last One Made Me Say “Awww!”
2015-03-17 07:01:07,"A very little kitten, about 4 weeks old, was abandoned at the door...
2015-03-17 04:00:51,"Purple paws, gleaming hearts, and a whole lot of shine ►http://t.co/11QHPXsDDS http://t.co/otbrnuGeSB"
2015-03-17 02:01:13,"Cat and Kitten are back, and this time there’s a new member of the household!
2015-03-16 22:11:23,"@KittyLovaMass No need to worry, they were under supervision!"
2015-03-16 09:00:51,"I felt so heartbroken because she wanted so much love, but nobody could hear her meow. ►http://t.co/CZtmhsVQLX http://t.co/cwiJdVSSMM"
2015-03-16 04:00:32,"For every pair sold, we will donate another pair of shoes through Soles4Souls!  ►http://t.co/FEVVNXPvUT http://t.co/Eyo24f3WZ5"
2015-03-15 13:00:54,"Our heathered hooded sweatshirt isn't only inspirational, it's adorable!  ►http://t.co/MKOyuCWIAQ http://t.co/JlbwjOFIMK"
2015-03-15 11:00:21,"If It Walks Like A Dog, And Talks Like A Dog, Then It Must Be A…Cat?►http://t.co/XbuOqN2zr5 http://t.co/dKFk7zMoKI"
2015-03-15 02:00:52,"Didga, The Super Cat… Where It All Began…►http://t.co/gkvxty97JA http://t.co/0X4aADxf8m"
2015-03-14 19:00:40,"""My silly sweatheart, Sammy."" --- Lauren http://t.co/QWIbi7eUT2"
2015-03-14 18:01:17,"Yoga lessons, from cat. ►http://t.co/74r5fwss2I http://t.co/x8Zt8Kdbx9"
2015-03-14 16:01:59,"For those days when you just aren't up for talking, let this shirt do it for you. ►http://t.co/oWwl0KPCdc http://t.co/lrDwtHFmC2"
2015-03-14 11:00:41,"The kitty had climbed up underneath their car, riding 15 miles down the interstate into town! ►http://t.co/nUmhGnCwqh http://t.co/RSPnRvBRRM"
2015-03-14 09:00:40,"If It Walks Like A Dog, And Talks Like A Dog, Then It Must Be A…Cat?
2015-03-13 23:02:05,"He was 10 weeks old, skinny, flaming orange and obnoxious. ►http://t.co/RRuOqg1k3p http://t.co/eKvAV8itah"
2015-03-13 19:01:08,"""My Hoots, the hootowl."" --- Lorin http://t.co/AdRYq3KJFm"
2015-03-13 07:01:03,"After only one night of the lone tabby crying at the door, my mother caved. ►http://t.co/vp6vZkDNRP http://t.co/B4xJvrEsOJ"
2015-03-13 06:00:42,"""This is Sophie, my wonderful 3 legged cat."" --- Carole http://t.co/iJr5PQCyGb"
2015-03-12 22:44:25,"@HelpingPaws101 Robert and his kitty are from Georgia, and @cats is located in Washington!"
2015-03-12 16:02:55,"The only question left is...another mug of coffee, or a nap?
2015-03-12 11:02:16,"She gave birth to 5 kittens, but only 2 survived.
2015-03-12 10:01:53,"All kittens are curious, but Paris is on another level ►http://t.co/uUCc5B1i8B http://t.co/uKXPBBxYfo"
2015-03-12 07:00:56,"With GEICO commercials, You Just Never Know! ►http://t.co/mGlyJ8PDzp http://t.co/qZlFnjSmxZ"
2015-03-12 03:01:15,"""Our sweet, though slightly insane, prince, Atticus."" --- Rae http://t.co/qNWB67wh1O"
2015-03-12 00:01:33,"""This is my Lucy, hiding in plain site from the kittens who invaded her house!"" --- Lisa http://t.co/cCFWsMgtaN"
2015-03-11 16:00:47,"Spoiling your lovable cat is somewhere in the care guidelines, so you're doing just fine. ►http://t.co/nyA7FayQuY http://t.co/ydOIh4F7ig"
2015-03-11 13:02:24,"You don't ask for much, just a little quality downtime.  ►http://t.co/WqlkPxskQR http://t.co/PbIU5E4Uta"
2015-03-11 04:00:47,"The inside reads, ""Always by my side, Forever in my Heart."" ►http://t.co/IBgqRv4W5L http://t.co/B9lvPQzRmH"
2015-03-11 03:00:51,"""Snowball, my little girl…"" --- Malvina http://t.co/rzkuUAcbKg"
2015-03-10 22:02:22,"Yea, I Just Died…Kitten Killed Me With The Cutest Meowing Possible ►http://t.co/KXgK74hOmD http://t.co/tFNY1ZuGbx"
2015-03-10 16:41:59,"@Flamefoxthevulp Whatever you want! If you have time later, definitely read the story. :)"
2015-03-10 16:36:21,"RT @JazzyJazzGreen: @Cats Minnie, my curious little kitty 😻 http://t.co/xmMrmTvDfp"
2015-03-10 13:01:08,"A single paw print, bedazzled with radiant crystals! ►http://t.co/FnGMfXKCw3 http://t.co/srDTVWFgjN"
2015-03-10 02:00:16,"Go bunny, go! ►http://t.co/ud9IXGsZDj http://t.co/ha7rntmr5Z"
2015-03-09 23:01:38,"If Your Cat Loves To Hide, Then This Video Will Make You LOL For Sure!►http://t.co/7alu8SdZZv http://t.co/gsw16A5y6C"
2015-03-09 08:01:00,"""My sweet baby, Ozzy."" --- Renee http://t.co/U4aOAWpX5V"
2015-03-09 00:00:34,"""My beautiful boy, Farley. He has gorgeous orange eyes. I'm so glad he found his forever home with us."" --- Amber http://t.co/aJgkWD39he"
2015-03-08 06:00:38,"A Soldier Saved a Cat, and the Cat Saved Him Right Back ►http://t.co/hU92sAW7Es http://t.co/DmrUaLWjJw"
2015-03-08 04:00:21,"""My Rowdy Boys, Dillon and Chester Lou"" ---Jeff http://t.co/ayOsSVEYaV"
2015-03-08 02:00:27,"Take to the roads with a reminder of beloved pets who are there in spirit, watching over you. ►http://t.co/mBWhoA13R3 http://t.co/NULzDP7k6P"
2015-03-07 21:01:53,"Patterned in paw-filled hearts, this ring is a testament to the love you hold for your cat. ►http://t.co/N3Lal7lZlj http://t.co/rOX7pLLt9H"
2015-03-07 20:00:29,"""Mayita, a lovely and curious personality."" --- Eliana http://t.co/ZFdkOT7bFS"
2015-03-07 16:00:27,"While she looks different, Lil Bub is 100% healthy and happy. ►http://t.co/uTTuaBqr7M http://t.co/fJlhNtEpC6"
2015-03-07 14:02:20,"Along the inside band it reads, ""When I am with my pet... I am complete.""
2015-03-07 00:00:25,"So, what exactly has Maru been up to? ►http://t.co/aiyoKeZsPx http://t.co/aC0f4dVQ6V"
2015-03-06 15:00:31,"""My baby boy, Pudder Clarey."" --- Mare http://t.co/WS22LZXgIz"
2015-03-06 07:01:21,"Stunning, Roxanne! http://t.co/9pvvQE2eAk"
2015-03-06 03:00:54,"Being younger, she was a little behind the other kittens ►http://t.co/Ran67p6PGZ http://t.co/IzEzDhRRdw"
2015-03-05 22:01:00,"Pay attention to me, human! ►http://t.co/sTMT1reZnr http://t.co/kPwlvBsp17"
2015-03-05 18:01:38,"""Zeke, our 5 year old maine coon mix."" --- Dena http://t.co/VmsGfqK89H"
2015-03-05 17:42:40,"@melaniejmw1972 Thanks, Mel!"
2015-03-05 14:00:33,"I just want to drink coffe, save animals, and take naps. ►http://t.co/gDYvukQML5 http://t.co/Bp6hmUVKci"
2015-03-05 10:01:25,"He had been sitting here for one year, rescued from the streets, fighting with the other cats ►http://t.co/ZgoE2VA52o http://t.co/ZFLm94VVqH"
2015-03-04 17:02:49,"For those days when you just aren't up for talking, this shirt will do it for you.
2015-03-04 02:00:56,"Purple paws, gleaming hearts, and a whole lot of shine. ►http://t.co/YToKHftm0K http://t.co/mES1rKlzXk"
2015-03-03 20:43:59,"#DearMe, beware of the Vacuum. ►http://t.co/7emgxlBick http://t.co/p2sfoCFdW3"
2015-03-03 20:01:33,"""My buddy, Phantom."" --- Kaitlyn http://t.co/irhfGdwMD3"
2015-03-03 10:00:51,"""She was malnourished and dirty, but very sweet.""
2015-03-02 21:23:13,"@snowangelmrsp Absolutely! Check this out, I think you might like it ►http://t.co/xQGAdvQ7bn"
2015-03-02 20:02:47,"""Our sweet one year old kittens, Willow and Stanley!"" --- Deborah http://t.co/EKLjTzpbi7"
2015-03-02 04:00:53,"Adorable, Denise! http://t.co/wDULB7lJQF"
2015-03-01 19:01:56,"They were the best of friends, but there was one thing about ""Peanut"" that Cat couldn't stand►http://t.co/iLBF9h827Q http://t.co/0bO4EhthFU"
2015-02-28 11:01:58,"Octavia is a tiny reminder of all things cute, sweet and sassy. ►http://t.co/EuoBPGroFt http://t.co/swpz4DTfds"
2015-02-28 09:01:16,"""Our sweet one year old kittens, Willow and Stanley!"" --- Deborah http://t.co/L9ylh34QmY"
2015-02-28 06:01:12,"This whole video is adorable, but at 1:20 I almost lost my mind from all the cuteness! ►http://t.co/7SKiaTjVP7 http://t.co/VAwXq17wC3"
