"","Source","Date","Title","Authors","Text","Keywords"
"168","foxnews","2016-02-18 00:00:00","Rep. Grayson: Sen. Marco Rubio Is The Ultimate Empty Suit","['John Gibson', 'Fox News Radio', 'Alan Colmes Show', 'Alan Colmes']","Thursday on The Alan Colmes Show, Alan spoke with Rep. Alan Grayson, who has created an online poll to help him choose who he should endorse for the Democratic nomination for president. Rep. Grayson explained why he put his choice in the hands of the voters, addressed the controversy involving him and a hedge fund, and had strong words for former Gov. Jeb Bush, Sen. Marco Rubio, and even fellow Democrat Sen. Harry Reid:

REP. GRAYSON: Rubio is the ultimate empty suit...In Rubios case, you cant say hes done a lot of harm because he hasnt done anything at all. If you go back and you look, youll find that the only bill that he has passed in five years in the Senate is a resolution rename Tuesday, Spinal Cord Injury Month. Thats the only thing...Bush was a terrible governor, were still suffering from all the terrible things that he accomplished for his right wing buddies.

*****

COLMES: Now youve been criticized for having a hedge fund, which as I have understand it, you didnt break the law. Whats your reaction to the incoming youve had on that particular issue?

REP. GRAYSON: I think its flagrant nonsense. I have a fair amount of money from investments of my own, I set up whats called a friends and family investment partnership. People seem to think that they can use the pejorative term hedge fund in order to hurt me politically. But in fact it was minuscule when compared to what we normally think of as hedge funds. And it was almost entirely consisting of my money and my families money that I earned for them. I understand that people want to hurt me politically, but I keep hoping this vain hope that the voters might actually decide these things on the issues. Its utterly ridiculous how the term has been used as some kind of knife to stick in me, when in fact, not only have I not done anything wrong, but even if I did any of the things they were describing, even that wouldnt be wrong. Its just farcical. Im just going to stick to the issues get past all the nonsense.

COLMES: Among those who said bad things is Harry Reid for some reason, who said you show drop your bid.

REP. GRAYSON: If Harry Reid were a bottle of milk, wed say hes way past his expiration date.","[]"
"169","foxnews","2016-02-21 00:00:00","Turkey says it has right to launch strikes in Syria","[]","Turkish President Recep Tayyip Erdogan said his country has the right to launch operations in Syria against terrorist organizations, in remarks that could be viewed as a shot across the bow at Russian intervention.



To fight the threats which it faces, Turkey has the right to launch any kind of operation, in Syria and wherever else the terrorist organizations are located, Erdogan said in a speech on Saturday, according to a Dogan news agency report cited by AFP.

Turkey and Russia each back opposing sides in the Syrian conflict, with Russia aiding embattled President Bashar Assad and Turkey supporting rebel groups which seek to topple him. The immediate targets of Turkeys military might are Syrian Kurdish fighters, some of whom have benefitted from Russian airstrikes in Syria.

The situation we are currently facing is one of legitimate defense,"" - President Recep Tayyip Erdogan

Turkey has blamed the Kurdish fighters for, among other attacks, a deadly car bombing this week that killed 28. Turkey fears the Kurdish fighters, which Turkey considers terrorists, could create a significant base along the countrys southern border. In an attempt to prevent those groups from controlling a large swath of territory, Turkey has already been shelling targets in Syria, drawing the ire of the Russians. Russia views the shelling as an affront to Syrian sovereignty, as evidenced by a since-rejected proposed UN resolution demanding an end to the shelling, Reuters reported.

French President Francois Hollande said Friday that Turkeys expanding use of force in Syria could risk a war with Russia.

Turkey is involved in Syria...There, there is a risk of war, Hollande told France Inter radio in an interview cited by AFP.

Also on Friday, Barack Obama urged Erdogan to show reciprocal restraint with the Kurdish fighters, according to AFP.

But Erdogan appears to be rejecting the calls to caution.

The situation we are currently facing is one of legitimate defense, Erdogan said Saturday. No one can deny or limit Turkeys legitimate right to defense in the face of terrorist attacks.","[]"
"170","foxnews","2016-02-19 00:00:00","Duck Dynasty star on Bible-thumping rant at Cruz rally","['Fox News Radio', 'Alan Colmes']","You May Be Interested In...","[]"
"171","foxnews","2016-02-21 00:00:00","Is Donald Trump Primed To Run The Table To GOP Nomination? Mr. Trump On Fox News Sunday","[]","Following a double-digit victory in the South Carolina primary, GOP front-runner Donald Trump joins Chris Wallace to discuss the future of his campaign and the race for the Republican nomination for President.","[]"
"172","foxnews","2016-02-18 00:00:00","What Is Causing Hate To Rise In America?","['John Gibson', 'Fox News Radio', 'Alan Colmes Show', 'Alan Colmes']","Thursday on The Alan Colmes Show, Alan spoke with the Southern Poverty Law Centers Mark Potok, who recently wrote about why right-wing extremism is worse than even in America. Alan and Potok discussed why last years debate over the Confederate flag may have caused an increase in the amount of rage found online, if Black Lives Matters provoked anti-white groups to rise, and if presidential candidates were a factor as well.","[]"
"173","foxnews","2016-02-21 00:00:00","3-year-old shoots mother in the head","['Fox News Radio', 'Alan Colmes']","You May Be Interested In...","[]"
"174","foxnews","","Q & A with Dr. Manny","[]","","[]"
"175","foxnews","","FoxNews.com - Breaking News","[]","","[]"
"176","foxnews","2016-02-20 00:00:00","Comcast Data Cap: The ISP Wants You to Pay for Netflix Binges","[]","If you like to think of subscription services like Netflix as an all-you-can-eat buffet of streaming videos, some Internet service providers want to put you on a crash diet.

To tame your appetite for nonstop streaming and Netflix binges, a number of companies are imposing or testing broadband data capsalso called ""usage-based pricing""that limit the amount of streaming you can do without having to pay extra. Comcast is the largest company applying these caps, and it recently expanded its tests to 10 states, and several large cities, including Atlanta, Miami, and Nashville. On its website, the company says that if you use more than the 300GB allotted each month and want to continue streaming, you'll have to buy additional 50GB blocks at $10 each. The company also has an ""unlimited"" data option in some markets that costs an extra $30 to $35 each month.

There's one major exception to those caps: Comcast isn't counting programming from its own Stream TV when calculating how much data you use. We think you'll hear more about this practice, called zero rating, over the next few months. It's fairly common among cell phone carriers: T-Mobile's Binge On and Verizon's Go90 mobile video services are both exempt from those carriers data caps.

At first, zero rating might seem like a good deal for consumersafter all, you get to watch movies without having to pay for the extra data you use. However, groups including Consumers Union, the policy and advocacy arm of Consumer Reports, arent so sure, as it provides an incentive for you to choose a broadband provider's own service rather than a competitor's, which seems unfair. Zero rating isn't banned by the FCC's Open Internet rules, but it seems to dance close to the line. While the practice isn't explicitly prohibited, the FCC has said it will evaluate such business practices on a case-by-case basis.

Other companies testing or broadly imposing data caps include AT&T, CenturyLink, Cox, and Suddenlink; surcharges kick in after you've used 150GB per month (for those with slower DSL connections) to 250GB or 300GB (faster connections).

Will You Hit Your Cap?

Comcast argues that fewer than 10 percent of its customers will ever reach a broadband cap under normal usage. The company also has a three-month courtesy plan, so that you only get charged extra for any overages when you exceed your cap for the fourth month.

But here's why Comcast data caps could be a concern for many families. Netflix says that streaming a high-def movie can eat up close to 5GB per hour, so you'd have to burn through 50 hours of movies25 two-hour moviesor 50 one-hour TV shows, to hit a 250GB monthly cap. Admittedly, few of us watch that much streamingby ourselves. But those numbers start to look far more modest when you consider a household with a few children and multiple devicessmart TVs, streaming players, game consoles, Blu-ray players, tablets, smartphonesall connected to the Internet via the home's Wi-Fi network. In households where several members like to watch several episodes, or even whole seasons, of a show in binges, data usage grow quickly.

And in the near future, it's likely we'll all be using more, not less data, as more of our entertainment migrates to the Web, and the Internet of Things adds connectivity to all sorts of deviceseverything from thermostats to smart refrigerators.

We expect to see streaming services add more higher-bandwidth 4K videoswith four times as many pixels as HD streamsto their mix, some with high dynamic range and wider color gamuts. Even with more efficient video encoding, these enhancements to video picture quality will eat up more data than regular HD streams. And analysts at market-research firms expect more ISPs to try usage-based pricing to compensate for the loss of subscribers to traditional TV services who switch to Internet-based alternatives.

Not surprisingly, data caps have become a hot-button issue with consumers who now have to live with them. A Freedom of Information Act request, filed by the CutCableToday website, revealed that the FCC received 13,000 formal complaints from Comcast customers protesting the practice. Time Warner Cable experimented with usage-based pricing as an option, but abandoned the practice after it was poorly received.

Charter, currently looking for regulatory approval to merge with Time Warner Cable, has pledged to refrain from usage-based fees, at least for the next three years. Neither Verizon nor Bright House, which is also being acquired by Charter, has data caps, and both have said they won't impose them in the near future.

Consumer Reports and Consumers Union have pointed out how broadband data caps could discourage the use of the Internet for a variety of worthwhile activities, including education and small-business innovation.

If you have a broadband plan that is subject to a data cap, let us know in the comments below; tell us whether you regularly exceed your monthly data allotment.

Copyright  2005-2016 Consumers Union of U.S., Inc. No reproduction, in whole or in part, without written permission. Consumer Reports has no relationship with any advertisers on this site.","[]"
"177","foxnews","2016-02-11 00:00:00","What caused this weird crack to appear in Michigan?","[]","A strange and sudden buckling of the earth in Michigan five years ago is now being explained as a limestone bulge, researchers reported Feb. 9.

The upheaved rock and soil was discovered after a deep boom thundered through the forest near Birch Creek on Michigan's Upper Peninsula, north of Menominee. The sound shook nearby homes with the strength of a magnitude-1 earthquake on Oct. 4, 2010, at about 8:30 a.m. Central time, residents said at the time. The next day, locals discovered a long crack atop a narrow ridge.

The crack was 360 feet long and about 5 feet deep; and the ridge was nearly 7 feet high and about 30 feet wide at its largest point. Tilted trees leaned away from the crack at about 14 degrees on either side  proof the ridge was new. Torn roots stretched for their former companions, now stranded on the other side of the crack. [See Photos of the Weird Crack and Uprooted Trees]

""It was interesting to see that the crack seemed to ignore the roots,"" said senior study author Wayne Pennington, dean of the College of Engineering at Michigan Technology University in Houghton. ""The forces were stronger than the roots.""

Based on a seismic study, the most likely explanation for the ridge is a pop-up in the upper layers of limestone beneath the clay soil, Pennington and his co-authors, all MTU students, concluded in a study published in the journal Seismological Research Letters.

If I had a hammer

Even though the researchers can't say for sure what caused the pop-up, they now have a better picture of what happened underground.

The teams surveyed the underground rock by creating sound waves with a sledgehammer. The researchers slammed a sledgehammer into a metal ball sitting on the ground, and tracked how the waves passed through the soil and rock layers below. The analysis revealed a sharp buckle in the limestone below the crack.

That picture suggested the bedrock limestone violently heaved upward when the pop-up appeared, displacing the overlying clay layer. The clay soil is about 5 feet deep along the ridge. The crack resulted from the stretching of the surface clay as it bent upward, much as a crack forms in the top of a loaf of bread as the dough rises.

The survey confirms there is no earthquake fault underlying the ridge. Besides, it would take a tremendous earthquake to move the rock and soil several vertical feet, Pennington said.

Pop goes the bedrock

Pop-ups are common in quarries in eastern North America, where rock removal releases pent-up strain in the underlying rocks. Pop-ups also appear after glaciers retreat; however, the last glaciers retreated from Menominee 11,000 years ago, and there is no quarrying in the area.

Rocks in the area are squeezed by plate tectonics, the researchers said. The Midwest is under pressure from squeezing coming from the West Coast and the East Coast.

Yet the region is not experiencing increased stress that would result in future larger earthquakes, Pennington added. The pop-up appeared in the uppermost bedrock, whereas large earthquakes strike miles deep. There have been two moderate earthquakes in Michigan since 2010, which were in different areas and unrelated to the crack, the scientists said.

One final clue was the loss, to lightning, of a giant white pine tree in the week before the crack appeared. ""The timing is remarkable, and it leads us to be suspicious, but the tree weighed less than a fully loaded dump truck,"" Pennington told Live Science.

""The earth is still full of surprises,"" Pennington said. ""It's just a little surprise, but it's still interesting and we're always learning more.""





Copyright 2016 LiveScience, a Purch company. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.","[]"
"178","foxnews","","Supreme Court resumes oral arguments","[]","","[]"
"179","foxnews","2016-02-20 00:00:00","Mexico's Silvia Pinal presents autobiography, fondly recalls work with Bunuel","[]","Mexican actress Silvia Pinal said here during the presentation of her autobiography that the masterful way that late Spanish filmmaker Luis Bunuel directed her in the classic films ""Viridiana,"" ""The Exterminating Angel"" and ""Simon of the Desert"" was the highlight of her career.

""Working with Bunuel was wonderful. It was the pinnacle of my career in the cinema,"" the 84-year-old actress, who spoke with the media about ""Esta soy yo"" (This Is Me) at the Palacio de Mineria International Book Fair, told EFE on Friday.

Pinal, a native of the northwestern state of Sonora, said the peak of her career was when ""Viridiana"" was awarded the Palme d'Or at the 1961 Cannes Film Festival.

In her personal life she said one of her greatest experiences was the birth of her daughter Sylvia Pasquel in 1949, while in politics she mentioned being sworn in as a federal senator in 1997.

The 384-page autobiography examines all aspects of her life, although she devotes most of her attention to her acting career and explains why she never succumbed to the siren's call of Hollywood.

""I was already beginning to work in the theater, acting in the play 'Ring, ring, llama el amor' (Bells are Ringing, 1958) - the first musical comedy produced in Mexico - with considerable success,"" Pinal recalled.

She added that the agent of Judy Holliday, who had starred in that musical on Broadway, ""came to see me in Mexico City and after seeing the performance he asked me if I wanted to go to Los Angeles.""

Pinal said the decision was an easy one.

""I already had a name in Mexico. I was acting, doing theater and movies. It was a good opportunity, but the truth is I didn't want to go; I was really enjoying myself and I'm still enjoying myself. I wondered about it at one time, but I think I made the best decision: staying here,"" she said. EFE","[]"
"180","foxnews","","Michigan gunman executes 6-hour shooting spree","[]","","[]"
"181","foxnews","2016-02-19 00:00:00","Use the dead to open an iPhone? Apple vs. FBI is getting weird","[]","The battle between Apple and the FBI is heating up after yesterday's ""no"" from CEO Tim Cook to a court order to unlock an iPhone used by the San Bernardino terrorists. Now, no less than Edward Snowden has weighed in on Twitter, calling the situation the ""most important tech case in a decade."" He also called out Google's initial silence on the matter, and said the case was being closely watched by Chinese authorities.

Forbes says that the FBI could resort to using the fingerprint from the phone owner's cadaver, or use a fingerprint copying hack that's been posted online and seems to work. But if the phone has been locked for more that 48 hours, the FBI will still need to know that passcode, which Apple says could take over 4 years to guess if it's complex enough. And those are the likely reasons the FBI have now come to Apple demanding they hack the phone. Stay tuned.

Follow-up to a story from Wednesday: that Hollywood hospital that had been reduced to keeping records like it was 1952 has paid a ransom to the hackers that locked up its servers. A press release from Hollywood Presbyterian Medical Center CEO Alan Stefanek said they paid 40 BitCoins -- or about $17,000 -- to get their computers back. He also said early reports the ransom was 9,000 bitcoins, or $3.4 million dollars, was false.

Stefanek said that paying the ransom was the ""quickest and most efficient way"" to get operations back online, which we think sets a bad precedent, but we also understand the urgency involved. Hackers have held other entities for ransom, including some small police departments, who typically paid less than one thousand dollars to get their data back. Still, this is a clear signal that data security should be a top priority.

Google has announced that their Translate app can translate over 100 languages and now covers 99 percent of the Earth's population. The Translate project began about 10 years ago. On the project's blog, Sveta Kelman says the team is using a facet of artificial intelligence research called ""machine learning"" to more quickly fill out their language portfolio.

New languages include familiar ones like Pashto and Hawaiian, and some not-so-familiar dialects like Luxembourgish and Xhosa, a South African language that uses different clicking sounds for the letters X, Q and C.","[]"
"182","foxnews","2016-02-20 00:00:00","U.S. scientists say link between Zika and Microcephaly needs more research","[]","Scientists suspect an outbreak of the Zika virus is behind a surge in a rare birth defect in Brazil. But how are they going to prove it?

Authorities in the South American country were quick to make the link last fall. The health minister last week said he was ""absolutely sure"" that the mosquito-borne virus is a cause.

But others aren't so certain. While the evidence has been mounting, so far it is circumstantial.

""The simple presence of the virus doesn't mean it caused the birth defect. It means there's a probability,"" said Dr. Arnold Monto, a University of Michigan epidemiologist.

The investigation is still in its early stages. It began after Brazilian doctors noticed an increase last fall in babies with a birth defect called microcephaly, which has a number of causes. The cases closely followed the country's first outbreak of the tropical virus Zika, which was thought to cause no more than a mild illness that clears up in a week.

Microcephaly hadn't been seen in past Zika outbreaks. Babies with the condition have a smaller than normal head and often have a smaller brain that hasn't developed properly. Lab tests have detected the virus in the brain tissue of a few babies with microcephaly.

Proving the cause is a bit like prosecuting a murder investigation, with Zika as the apparent killer but a lot of unanswered questions, said Dr. Ernesto Marques, a University of Pittsburgh microbiologist who is collaborating with Brazilian researchers.

""What you have so far, the victim is there, and you find a person right there that has a smoking gun in his hand,"" Marques said. ""But you still need to close the deal.""

The investigation poses special challenges. There's currently no good animal substitute for humans to study the virus. And it's not considered ethical to infect people, especially pregnant women, in an experiment to see what happens  not when there seems to be a real chance that a volunteer could be seriously harmed.

So researchers are turning to other kinds of studies to try to establish whether Zika or some other factor is causing the birth defect or, also, a paralyzing condition called Guillain-Barre. Five Latin America countries with Zika outbreaks are reporting an uptick in that condition in adults.

One method is quick-and-dirty research called a case-control study, which looks back in time after an illness or condition has occurred. For the birth defect research, that means recruiting a group of women with babies born with microcephaly and trying to sort out what may have happened during their pregnancy to spark the condition. For comparison, they will query women whose infants don't have the birth defect.

The U.S. Centers for Disease Control and Prevention is involved in one such a study set to start next week in the Brazilian state of Paraiba. It will focus on 100 babies with microcephaly and at least 200 more without.

Investigators will take blood samples from the mothers to check for signs of an earlier Zika infection. They also will ask not only about Zika infections but other possible factors, like other germs or poisons in the environment. Some experts suggest that perhaps Zika needs an accomplice  like malnutrition or an infection with another tropical illness like dengue  to cause serious problems.

The CDC was in the coastal city of Salvador last month to help health officials with another look-back study, this one targeting Guillain-Barre. They tested 40 people who had the condition, and 80 people who didn't, said Dr. James Sejvar, who led the CDC team.

But such studies are hardly perfect. People often have trouble remembering every detail from six months ago  for example, when they might have been bitten by mosquitoes, the primary source of Zika infections.

Researchers say it's important to also do studies that follow people forward in time.

A large example: Colombia will be following 2,000 Zika-infected pregnant women to see what happens with them and their pregnancies, according to Dr. Marcos Espinal of the Pan American Health Organization.

In the Recife metropolitan area, Brazilian scientists will examine 200 babies with microcephaly and about 400 without, at two points in time, spaced 28 days apart.

""That will be the first one to tell us if there's strong evidence"" of Zika as a causal link, Espinal told reporters Thursday.

Espinal said results could come as early as April. But Marques  who is one of the study's researchers  said significant results could take until late summer.

In Brazil, Zika's possible link to microcephaly emerged in September, when a spike in babies born with the condition got the attention of Dr. Vanessa van der Linden, a pediatric neurologist at a hospital in northeast Recife that works with disabled children.

Initially, Van der Linden and other doctors looked for the usual causes of microcephaly, such as toxoplasmosis, rubella, HIV, and cytomegalovirus. None were found.

But most of the mothers had something in common: blotches and skin rashes early in their pregnancies that seemed consistent with Zika. That was the genesis of the link.

It's all been difficult to sort out, though, because Brazil wasn't keeping good track of microcephaly cases before Zika arrived. They're still determining how many of the reported cases are really microcephaly and involve a Zika infection.

One of the puzzling questions facing researchers: Why have so many severe health problems been reported in Brazil, but comparatively few in other Latin America or Caribbean countries with Zika? Will we soon see similar spikes elsewhere, or is the Brazilian setting somehow unique?

Health officials are closely watching Colombia, which had a Zika outbreak after Brazil and so far has not seen a spike in microcephaly cases. If there is, it would be apparent by June and would help finger Zika as the culprit, Espinal said.

It will take a combination of studies and laboratory evidence to finally determine if Zika is the villain it appears to be, experts say.

""This is going to be solved,"" said Dr. Farrah Mateen, a Harvard researcher. ""It's just a matter of doing the research in the right way.""

Like us on Facebook

Follow us on Twitter & Instagram","[]"
"183","foxnews","2016-02-21 00:00:00","Fiorentina downs Atalanta to consolidate third in Serie A","[]","Fiorentina consolidated third place in Serie A with a 3-2 victory at Atalanta on Sunday, ahead of Roma's match against Palermo.

All the goals came in the second half, with Mati Fernandez, Cristian Tello and Nikola Kalinic scoring for Fiorentina to help it move four points clear of Inter Milan, which beat Sampdoria 3-1 on Saturday.

Roma can close the gap to two points later as the battle for the final Champions League spot heats up.

Lazio also plays later, at relegation-threatened Frosinone.

Sassuolo moved provisionally above Lazio with a controversial 3-2 victory over Empoli, which saw both teams reduced to 10 men in the first half.

Elsewhere, Genoa fought back to win 2-1 at Udinese, which had a last-minute penalty saved. Maxi Lopez also had a spot-kick saved as Torino was held 0-0 against Carpi.

It was an even match in Bergamo before Fiorentina finally broke the deadlock midway through the second half when Fernandez headed Tello's cross into the top left corner.

Tello got on the scoresheet himself nine minutes from time with his first goal for Fiorentina. The on-loan Barcelona forward sprung the offside trap from near the halfway line and although his inital effort was saved by Marco Sportiello, he tucked away the rebound.

Atalanta got back in the match three minutes later when Andrea Conti bundled the ball in from a corner but Fiorentina restored its two-goal advantage following good play between substitutes Borja Valero and Kalinic, who started and finished the move.

Mauricio Pinilla netted a consolation for Fiorentina in stoppage time, moments before Conti was sent off for a second yellow card for dissent.

Genoa moved provisionally six points clear of the relegation zone, and a point above Udinese, after goalkeeper Mattia Perin went from villain to hero.

Ali Adnan became the first Iraqi player to score a goal in Serie A with a free kick that Perin got his hands to but only succeeded in pushing it into his own net.

Alessio Cerci leveled with a second-half penalty after Duvan Zapata's handball and Diego Laxalt fired Genoa in front when he was the first to react when Orestis Karnezis could only parry Sebastien De Maio's 25-yard strike.

Udinese appeared to be on course to equalize in the final minute but Perin atoned for his earlier error by saving Antonio Di Natale's penalty.","[]"
"184","foxnews","2016-02-21 00:00:00","Italy's Renzi mulls confidence vote to pass gay rights bill","[]","Italian Premier Matteo Renzi is considering resorting to a risky confidence vote in the Senate to ensure the passage of a bill allowing civil unions, but not marriage, for gay couples.

He told his Democratic Party members Sunday he is ""ready"" to use the tactic on the bill if needed.

Pro-Vatican senators among the Democrats have refused to back the bill because one provision allows for adoption of the gay partner's biological child. A coalition party led by his interior minister also insists the adoption provision be jettisoned.

Renzi has expressed frustration that the bill bogged down, considering that he has shepherded through other reforms.

Democratic Party leaders will decide their strategy this week. Losing a confidence vote would force the resignation of Renzi, starting his third year in office.","[]"
"185","foxnews","","FoxNews.com - Breaking News","[]","","[]"
"186","foxnews","2016-02-21 00:00:00","Police arrest suspect in deadly Las Vegas Strip shooting","[]","Las Vegas police have made an arrest in a shooting just outside the casino district that left two women dead and a man critically wounded.

Police say 30-year-old Omar Talley was booked Saturday evening on multiple charges including two counts of murder.

According to police, Talley was among several people involved in a fistfight in a parking garage at a Las Vegas Strip shopping mall early Friday.

Shooting broke out minutes after the fight.

Police say a car drove into the valet of the Cosmopolitan hotel with a fatally injured woman and a wounded man inside. A second woman was found fatally injured in the street.

Authorities say they are still searching for a dark gray 2015 Toyota Camry believed to be connected to the case.","[]"
"187","foxnews","2016-02-21 00:00:00","The Latest: Pole-sitter Elliott spins out of Daytona 500","[]","DAYTONA BEACH, Fla. (AP) The Latest from the Daytona 500 on Sunday (all times local):

2 p.m.

Pole-sitter Chase Elliott is out of the Daytona 500.

Just 19 laps into ''The Great American Race,'' the Sprint Cup rookie lost control of his No. 24 Chevrolet coming out of Turn 4 and slid into the grass infield. The front end of his car lifted off the ground, and the rough ride caused enough damage that his car had to be towed to the garage.

Elliott was transported to the infield care center, evaluated and released.

Carl Edwards and Regan Smith also were involved in the wreck, the first of the day.

-Mark Long

---

1:33 p.m.

''THIS IS DAYTONA!!!!''

Gerard Butler screamed the command to more than 100,000 fans, a tweaked version of the actor's famous ''This is Sparta'' line from the 2006 hit movie ''300.''

He gave the command for drivers to start their engines, and the Daytona 500 got under way a few minutes later.

Rookie Chase Elliott led the 40-car field to the green flag. Joey Logano is the defending champion.

-Dan Gelston

---

1 p.m.

NASCAR executive Mike Helton brought some humor to the pre-race driver meeting, a traditionally staid ceremonial recognition of dignitaries that concludes with drivers receiving one final briefing before the race.

Helton one-by-one introduced all the Hall of Fame drivers in attendance, with 2015 inductee Bill Elliott last. Elliott is a two-time Daytona 500 winner and former NASCAR champion, and his 20-year-old son will make his Daytona 500 debut Sunday.

Chase Elliott replaced Jeff Gordon in the iconic No. 24 Chevrolet and put it on the pole for the 500, so Helton simply introduced his Hall of Fame father as ''Chase's dad.''

He also noted that Hall of Famer Glenn Wood is attending his 70th consecutive Daytona 500, but wryly noted that it's only the 58th running of ''The Great American Race.''

''They did race down there on the beach, though,'' Helton smiled.

- Jenna Fryer

---

12:30 p.m.

The Daytona 500 is a star-studded attraction that draws all sorts of celebrities.

Here are some of the ones on hand:

Model Charlotte McKinney, rapper Wyclef Jean, TV personality Brody Jenner, actor Jason Biggs, actor Justin Bartha, actor Larenz Tate, Miami Dolphins defensive tackle Ndamukong Suh, Tampa Bay Buccaneers receiver Vincent Jackson, Jacksonville Jaguars linebacker Paul Posluszny, and Washington Nationals outfielder and reigning National League MVP Bryce Harper.

- Mark Long

---

12:15 p.m.

Actor Gerard Butler is keeping his command to start engines before the Daytona 500 under wraps.

''My command? That's a surprise,'' he said. ''I have something up my sleeve, though, that I think you might like - or not. We'll see what happens when I get out there. I like living in the moment.''

One reporter impressed Butler with a tweaked version of the actor's famous ''This is Sparta'' line from the 2006 hit movie ''300.'' The reporter asked Butler if he considered opening with ''This is Daytona!''

''Now, I'm going to say, `No, no, don't be silly,''' Butler said. ''And then I'm going to go to the organizers and say, (can I use) `This is Daytona?'''

- Mark Long

---

11:30 a.m.

Ken Griffey Jr. says steroid-tainted slugger Barry Bonds deserves to be in the Hall of Fame.

Griffey is serving as honorary starter for the Daytona 500, where he will waive the green flag to start the 58th running of ''The Great American Race.'' Before he took his spot in the starter's stand Sunday, he met with the media and one of the first questions was about Bonds belonging in Cooperstown.

''Yeah,'' Griffey said after a long pause. ''I think that overall, when you look what people have done, yeah. It's not my vote, so I can't vote for him. But if you look at what he's done, those numbers speak for themselves.''

The polarizing home run king, Bonds is returning to the major leagues as hitting coach for the Miami Marlins. Bonds is 0 for 4 in annual Hall of Fame balloting. He received 44 percent of the vote in January, a career high but far short of the 75 percent needed for induction.

Like Bonds, former home run king and admitted steroid user Mark McGwire also is back in baseball. He is the bench coach for the San Diego Padres.

Griffey declined to speculate whether being back in the game would help either one when it comes time to vote every year.

''I have no idea,'' Griffey said. ''My thing is I don't vote, so my opinion doesn't matter. It's up to the guys who do it for a living to decide what they want to do. I was honored by them voting for me. But it's up to these guys to determine if they get in or not. It's not up to me.''

As for the 500, Junior is going with Junior. Griffey and Dale Earnhardt Jr. have signed and exchanged items for charity over the years. Griffey even has a signed hood from one of Earnhardt's cars on display in his Orlando home.

''I've always been an Earnhardt family fan,'' Griffey said. ''I wore black batting gloves on Sunday when I played for the Reds.''

- Mark Long

---

11 a.m.

John Cena is driving the pace car for the Daytona 500.

But is the WWE star on the Road to WrestleMania?

Cena raised his right arm in an exaggerated motion roughly six weeks after undergoing shoulder surgery. The 15-time WWE champion refused to officially rule himself out of a WrestleMania match April 3 in Dallas.

''It would personally be unfortunate for me to miss WrestleMania,'' Cena said. ''But if I can't perform, it would be unfortunate to the people watching WrestleMania to see me try to suffer through something that isn't worthy of the event.''

Cena, whose catchphrase is ''You Can't See Me,'' joked that the drivers will, in fact, be able to see him in the Toyota Camry.

''I've installed a brilliant series of lights on top,'' Cena said. ''They will see me today, my friend. They will see me.''

Cena picked his friend Carl Edwards to win.

Cena will host the upcoming reality competition series ''American Grit'' starting April 14.

- Dan Gelston

---

10:30 a.m.

It's Daytona Day!

The 58th running of the Daytona 500 is Sunday, and although rookie Chase Elliott is on the pole, Hendrick Motorsports teammate Dale Earnhardt Jr. is considered the man to beat in ''The Great American Race.''

Earnhardt and his car nicknamed ''Amelia'' have been nearly unstoppable at recent restrictor-plate races. Junior has four wins in six races with Amelia over the last 13 months.

Earnhardt says his team has been talked up quite a bit this week but he hopes people don't underestimate the competition. He says a lot of cars and drivers are capable of winning.

Driver Denny Hamlin believes only a handful of teams are capable of winning Sunday. Hamlin and his Joe Gibbs Racing teammates Matt Kenseth, Kyle Busch and Carl Edwards are among Earnhardt's toughest competition. Team Penske drivers Brad Keselowski and Joey Logano also are expected to contend.

- Mark Long","[]"
